movies	recommendation
"Princess Bride, The (1987)
 Clear and Present Danger (1994)"	"Terminator, The (1984)
Star Wars: Episode VI - Return of the Jedi (1983)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
Star Wars: Episode IV - A New Hope (1977)
"
"Firm, The (1993)
 E.T. the Extra-Terrestrial (1982)
 Man Without a Face, The (1993)"	"Crimson Tide (1995)
Clear and Present Danger (1994)
Fugitive, The (1993)
True Lies (1994)
"
"Cold Comfort Farm (1995)
 Postino, Il (1994)"	"Sniper (1993)
Without a Clue (1988)
1408 (2007)
Gotti (1996)
"
"Patton (1970)
Stand by Me (1986)
My Left Foot (1989)
Lawrence of Arabia (1962)"	"Indiana Jones and the Last Crusade (1989)
Star Wars: Episode IV - A New Hope (1977)
Star Wars: Episode V - The Empire Strikes Back (1980)
Star Wars: Episode VI - Return of the Jedi (1983)
"
"Toy Story (1995)
Godfather, The (1972)
Butch Cassidy and the Sundance Kid (1969)
Fantasia (1940)"	"Lord of the Rings: The Return of the King, The (2003)
Star Wars: Episode V - The Empire Strikes Back (1980)
Godfather: Part II, The (1974)
Lord of the Rings: The Fellowship of the Ring, The (2001)
"
"Omen, The (1976)
Fargo (1996)
Wes Craven's New Nightmare (1994)
Body Snatchers (1993)"	"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
Pulp Fiction (1994)
Star Wars: Episode V - The Empire Strikes Back (1980)
Star Wars: Episode VI - Return of the Jedi (1983)
"
"Wag the Dog (1997)
 Conspiracy Theory (1997)
 Air Force One (1997)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Graduate, The (1967)
 Magnificent Seven, The (1954)"	"Apocalypse Now (1979)
Clockwork Orange, A (1971)
Fargo (1996)
Godfather, The (1972)
"
"Paradise Lost: The Child Murders at Robin Hood Hills (1996)
 Freeway (1996)"	"Tuesdays with Morrie (1999)
Uptown Girls (2003)
Mad Max Beyond Thunderdome (1985)
Pope of Greenwich Village, The (1984)
"
"Carrie (1976)
 Blues Brothers, The (1980)"	"Tarzan and the Lost City (1998)
Get Over It (2001)
Sing Street (2016)
Fox and the Hound, The (1981)
"
"Pretty Woman (1990)
 Apt Pupil (1998)"	"Speed (1994)
Sleepless in Seattle (1993)
Beauty and the Beast (1991)
Mrs. Doubtfire (1993)
"
"Toy Story (1995)
 Nightmare Before Christmas, The (1993)"	"Jurassic Park (1993)
Pulp Fiction (1994)
Independence Day (a.k.a. ID4) (1996)
Back to the Future (1985)
"
"Scream (1996)
Empire Strikes Back, The (1980)
Net, The (1995)
Indiana Jones and the Last Crusade (1989)"	"Lord of the Rings: The Two Towers, The (2002)
Forrest Gump (1994)
Star Wars: Episode V - The Empire Strikes Back (1980)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Glory (1989)
 Persuasion (1995)
 What's Eating Gilbert Grape (1993)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Toy Story (1995)
 Psycho (1960)"	"Jurassic Park (1993)
Pulp Fiction (1994)
Independence Day (a.k.a. ID4) (1996)
Back to the Future (1985)
"
"Searching for Bobby Fischer (1993)
Rudy (1993)
Shawshank Redemption, The (1994)
Henry V (1989)"	"Matrix, The (1999)
Star Wars: Episode V - The Empire Strikes Back (1980)
Kill Bill: Vol. 2 (2004)
Star Wars: Episode VI - Return of the Jedi (1983)
"
"Toy Story (1995)
 Phenomenon (1996)"	"Jurassic Park (1993)
Pulp Fiction (1994)
Independence Day (a.k.a. ID4) (1996)
Back to the Future (1985)
"
"Deconstructing Harry (1997)
L.A. Confidential (1997)
Full Monty, The (1997)
Sweet Hereafter, The (1997)"	"Reservoir Dogs (1992)
Star Wars: Episode IV - A New Hope (1977)
Fargo (1996)
Star Wars: Episode V - The Empire Strikes Back (1980)
"
"Sunset Blvd. (1950)
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
Crying Game, The (1992)
39 Steps, The (1935)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"L.A. Confidential (1997)
 In the Company of Men (1997)"	"Reservoir Dogs (1992)
Star Wars: Episode IV - A New Hope (1977)
Fargo (1996)
Star Wars: Episode V - The Empire Strikes Back (1980)
"
"Big Lebowski, The (1998)
 Chasing Amy (1997)"	"Fargo (1996)
Pulp Fiction (1994)
Matrix, The (1999)
Star Wars: Episode V - The Empire Strikes Back (1980)
"
"Sophie's Choice (1982)
 Lawrence of Arabia (1962)"	"Dream Team, The (1989)
Watch, The (2012)
Tekkonkinkreet (Tekkon kinkurîto) (2006)
Babylon 5: A Call to Arms (1999)
"
"L.A. Confidential (1997)
English Patient, The (1996)
Eve's Bayou (1997)
Wings of the Dove, The (1997)"	"Reservoir Dogs (1992)
Star Wars: Episode IV - A New Hope (1977)
Fargo (1996)
Star Wars: Episode V - The Empire Strikes Back (1980)
"
"Highlander (1986)
 Clear and Present Danger (1994)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Gone with the Wind (1939)
Lawrence of Arabia (1962)
Mother (1996)
Pulp Fiction (1994)"	"Lord of the Rings: The Two Towers, The (2002)
Kill Bill: Vol. 1 (2003)
Seven (a.k.a. Se7en) (1995)
Fight Club (1999)
"
"Chasing Amy (1997)
Game, The (1997)
Cop Land (1997)
Full Monty, The (1997)"	"Matrix, The (1999)
Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
"
"Raising Arizona (1987)
 Schindler's List (1993)"	"Three Fugitives (1989)
Steel Magnolias (1989)
Voyage to the Bottom of the Sea (1961)
Castaway on the Moon (Kimssi pyoryugi) (2009)
"
"Crash (1996)
 Scream (1996)"	"xXx (2002)
Wild Things (1998)
Men & Chicken (2015)
Furious 7 (2015)
"
"Toy Story (1995)
Duck Soup (1933)
Sleepers (1996)
Bridge on the River Kwai, The (1957)"	"Jurassic Park (1993)
Pulp Fiction (1994)
Independence Day (a.k.a. ID4) (1996)
Back to the Future (1985)
"
"English Patient, The (1996)
 High Noon (1952)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Juror, The (1996)
City Hall (1996)
Looking for Richard (1996)
Diabolique (1996)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Full Monty, The (1997)
Cold Comfort Farm (1995)"	"Ladyhawke (1985)
Azumi (2003)
Hot Tub Time Machine 2 (2015)
Bourne Identity, The (1988)
"
"Taxi Driver (1976)
2001: A Space Odyssey (1968)
Godfather, The (1972)
Fantasia (1940)"	"Lord of the Rings: The Return of the King, The (2003)
Star Wars: Episode V - The Empire Strikes Back (1980)
Godfather: Part II, The (1974)
Star Wars: Episode IV - A New Hope (1977)
"
"Ice Storm, The (1997)
Dazed and Confused (1993)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Empire Strikes Back, The (1980)
 Return of the Jedi (1983)"	"Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)
Harry Potter and the Chamber of Secrets (2002)
Harry Potter and the Prisoner of Azkaban (2004)
Back to the Future Part II (1989)
"
"Toy Story (1995)
Bean (1997)
Liar Liar (1997)
Independence Day (ID4) (1996)"	"Jurassic Park (1993)
Pulp Fiction (1994)
Independence Day (a.k.a. ID4) (1996)
Back to the Future (1985)
"
"Bound (1996)
Heavy Metal (1981)
Ghost in the Shell (Kokaku kidotai) (1995)
Chasing Amy (1997)"	"Urban Cowboy (1980)
Frost/Nixon (2008)
Kicking Off (2016)
In the blue sea, in the white foam. (1984)
"
"Toy Story (1995)
Ransom (1996)
Benny & Joon (1993)
Saint, The (1997)"	"Jurassic Park (1993)
Pulp Fiction (1994)
Independence Day (a.k.a. ID4) (1996)
Back to the Future (1985)
"
"Lawrence of Arabia (1962)
2001: A Space Odyssey (1968)
Aliens (1986)
Casablanca (1942)"	"Star Wars: Episode VI - Return of the Jedi (1983)
Indiana Jones and the Last Crusade (1989)
Alien (1979)
Star Wars: Episode V - The Empire Strikes Back (1980)
"
"E.T. the Extra-Terrestrial (1982)
Clockwork Orange, A (1971)
Ransom (1996)
Raising Arizona (1987)"	"Star Wars: Episode VI - Return of the Jedi (1983)
Indiana Jones and the Temple of Doom (1984)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
Indiana Jones and the Last Crusade (1989)
"
"Toy Story (1995)
 Star Wars (1977)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Toy Story (1995)
Raiders of the Lost Ark (1981)
Star Trek VI: The Undiscovered Country (1991)
Little Princess, A (1995)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Scream (1996)
 I Know What You Did Last Summer (1997)"	"The Diary of Anne Frank (1959)
Passion of Anna, The (Passion, En) (1969)
Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010)
Gods of Egypt (2016)
"
"Citizen Kane (1941)
Manhattan (1979)
Apocalypse Now (1979)
Clockwork Orange, A (1971)"	"Terminator, The (1984)
Star Wars: Episode V - The Empire Strikes Back (1980)
Forrest Gump (1994)
Reservoir Dogs (1992)
"
"Boogie Nights (1997)
Good Will Hunting (1997)
Titanic (1997)
Crash (1996)"	"Star Wars: Episode VI - Return of the Jedi (1983)
Godfather: Part II, The (1974)
Bourne Identity, The (2002)
Star Wars: Episode V - The Empire Strikes Back (1980)
"
"Tomorrow Never Dies (1997)
Monty Python and the Holy Grail (1974)
Casablanca (1942)
Sling Blade (1996)"	"Godfather: Part II, The (1974)
Silence of the Lambs, The (1991)
Star Wars: Episode V - The Empire Strikes Back (1980)
Rear Window (1954)
"
"My Fair Lady (1964)
 Good, The Bad and The Ugly, The (1966)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Toy Story (1995)
Unbearable Lightness of Being, The (1988)
Cook the Thief His Wife & Her Lover, The (1989)
Fly Away Home (1996)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Wrong Trousers, The (1993)
Leaving Las Vegas (1995)
Star Wars (1977)
Schindler's List (1993)"	"Star Wars: Episode V - The Empire Strikes Back (1980)
Forrest Gump (1994)
Godfather, The (1972)
Memento (2000)
"
"Princess Bride, The (1987)
Monty Python's Life of Brian (1979)
Silence of the Lambs, The (1991)
Shining, The (1980)"	"Pulp Fiction (1994)
Lord of the Rings: The Fellowship of the Ring, The (2001)
Lord of the Rings: The Return of the King, The (2003)
American History X (1998)
"
"Conspiracy Theory (1997)
Fargo (1996)
Mrs. Brown (Her Majesty, Mrs. Brown) (1997)
Shall We Dance? (1996)"	"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
Pulp Fiction (1994)
Star Wars: Episode V - The Empire Strikes Back (1980)
Star Wars: Episode VI - Return of the Jedi (1983)
"
"Empire Strikes Back, The (1980)
Some Kind of Wonderful (1987)
Return of the Jedi (1983)
Paris Is Burning (1990)"	"The Prime Gig (2000)
Avalon (1990)
Blades of Glory (2007)
Puppet Master III: Toulon's Revenge (1991)
"
"Star Trek: The Motion Picture (1979)
 Good, The Bad and The Ugly, The (1966)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Shining, The (1980)
 Vertigo (1958)"	"Pulp Fiction (1994)
Silence of the Lambs, The (1991)
Star Wars: Episode VI - Return of the Jedi (1983)
Matrix, The (1999)
"
"L.A. Confidential (1997)
Full Monty, The (1997)
Good Will Hunting (1997)
Star Wars (1977)"	"Star Wars: Episode VI - Return of the Jedi (1983)
Godfather: Part II, The (1974)
Bourne Identity, The (2002)
Star Wars: Episode V - The Empire Strikes Back (1980)
"
"Bram Stoker's Dracula (1992)
Top Gun (1986)
Desperado (1995)
Hunt for Red October, The (1990)"	"Star Wars: Episode IV - A New Hope (1977)
Godfather: Part II, The (1974)
Fugitive, The (1993)
Star Wars: Episode V - The Empire Strikes Back (1980)
"
"Thin Line Between Love and Hate, A (1996)
 Money Talks (1997)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Mr. Holland's Opus (1995)
Dead Poets Society (1989)
White Squall (1996)
Schindler's List (1993)"	"Star Wars: Episode V - The Empire Strikes Back (1980)
Forrest Gump (1994)
Godfather, The (1972)
Memento (2000)
"
"L.A. Confidential (1997)
Deconstructing Harry (1997)
Titanic (1997)
As Good As It Gets (1997)"	"Reservoir Dogs (1992)
Star Wars: Episode IV - A New Hope (1977)
Fargo (1996)
Star Wars: Episode V - The Empire Strikes Back (1980)
"
"Godfather, The (1972)
All About Eve (1950)
Legends of the Fall (1994)
Mary Poppins (1964)"	"Lord of the Rings: The Return of the King, The (2003)
Star Wars: Episode V - The Empire Strikes Back (1980)
Godfather: Part II, The (1974)
Lord of the Rings: The Fellowship of the Ring, The (2001)
"
"Lawrence of Arabia (1962)
 Mary Poppins (1964)
 Beauty and the Beast (1991)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Toy Story (1995)
 Philadelphia Story, The (1940)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Toy Story (1995)
Liar Liar (1997)
Sleepers (1996)
Heat (1995)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"English Patient, The (1996)
Nénette et Boni (1996)
Seven Years in Tibet (1997)
Close Shave, A (1995)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Sunset Blvd. (1950)
To Kill a Mockingbird (1962)
East of Eden (1955)
Bridge on the River Kwai, The (1957)"	"Silence of the Lambs, The (1991)
Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
"
"Good Will Hunting (1997)
Love! Valour! Compassion! (1997)
Circle of Friends (1995)
Boys on the Side (1995)"	"Star Wars: Episode VI - Return of the Jedi (1983)
Godfather: Part II, The (1974)
Bourne Identity, The (2002)
Star Wars: Episode V - The Empire Strikes Back (1980)
"
"Lone Star (1996)
Ulee's Gold (1997)
Ulee's Gold (1997)
Star Wars (1977)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Chasing Amy (1997)
 Leaving Las Vegas (1995)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Wizard of Oz, The (1939)
 Platoon (1986)
 High Noon (1952)"	"Indiana Jones and the Last Crusade (1989)
Star Wars: Episode V - The Empire Strikes Back (1980)
Silence of the Lambs, The (1991)
Star Wars: Episode IV - A New Hope (1977)
"
"Pulp Fiction (1994)
Silence of the Lambs, The (1991)
Clerks (1994)
GoodFellas (1990)"	"Lord of the Rings: The Two Towers, The (2002)
Kill Bill: Vol. 1 (2003)
Seven (a.k.a. Se7en) (1995)
Fight Club (1999)
"
"Contact (1997)
Celluloid Closet, The (1995)
Star Wars (1977)
Love Jones (1997)"	"Star Wars: Episode V - The Empire Strikes Back (1980)
Star Wars: Episode IV - A New Hope (1977)
Star Wars: Episode VI - Return of the Jedi (1983)
Matrix, The (1999)
"
"Star Maps (1997)
Steel (1997)
Cats Don't Dance (1997)
Anna Karenina (1997)"	"Rude Boy (1980)
Common Thread, A (a.k.a. Sequins) (Brodeuses) (2004)
Hedwig and the Angry Inch (2000)
Passage to India, A (1984)
"
"Scream (1996)
 Apt Pupil (1998)
 Scream 2 (1997)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Brazil (1985)
 Psycho (1960)"	"10 (1979)
Overnight Delivery (1998)
Jack Whitehall: At Large (2017)
Slow West (2015)
"
"Titanic (1997)
 Dante's Peak (1997)"	"Lord of the Rings: The Two Towers, The (2002)
Forrest Gump (1994)
Lord of the Rings: The Return of the King, The (2003)
Lord of the Rings: The Fellowship of the Ring, The (2001)
"
"Shawshank Redemption, The (1994)
Raising Arizona (1987)
Young Frankenstein (1974)
Forrest Gump (1994)"	"Lord of the Rings: The Fellowship of the Ring, The (2001)
Star Wars: Episode VI - Return of the Jedi (1983)
Kill Bill: Vol. 2 (2004)
Lord of the Rings: The Two Towers, The (2002)
"
"Kiss Me, Guido (1997)
Chasing Amy (1997)
Secrets & Lies (1996)
Time to Kill, A (1996)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Toy Story (1995)
Maltese Falcon, The (1941)
Full Metal Jacket (1987)
Amadeus (1984)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Lion King, The (1994)
 Rock, The (1996)
 Net, The (1995)"	"Lord of the Rings: The Two Towers, The (2002)
Finding Nemo (2003)
Star Wars: Episode VI - Return of the Jedi (1983)
Aladdin (1992)
"
"Ulee's Gold (1997)
 Michael Collins (1996)
 Ulee's Gold (1997)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Lawrence of Arabia (1962)
Godfather, The (1972)
Killing Fields, The (1984)
Deer Hunter, The (1978)"	"Lord of the Rings: The Return of the King, The (2003)
Star Wars: Episode V - The Empire Strikes Back (1980)
Godfather: Part II, The (1974)
Lord of the Rings: The Fellowship of the Ring, The (2001)
"
